"作答ID","用户ID","开始时间","结束时间","作答总时长(秒)","作答渠道","发布ID","问卷发布名称","IP","经度","纬度","省份","城市","设备类型","操作系统类型","浏览器类型","屏幕分辨率","随机元素","您好。感谢您参与本次学术研究。本研究旨在了解用户对数字游戏产品说明的看法。您将阅读一个游戏产品说明，并根据自己的真实想法回答若干问题。本问卷仅用于学术研究，所有数据将匿名处理，不涉及对错。整份问卷大约需要3至5分钟。","作答时长(毫秒)","您通常玩数字游戏的频率是？","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密。游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观说明：本游戏使用生成式人工智能，在游戏开发阶段预先生成了部分对话、剧情事件和世界内容；玩家游玩时，人工智能不会继续参与这些内容的生成。","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密。游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观说明：本游戏使用生成式人工智能，在玩家游玩过程中实时生成部分对话、游戏事件和世界内容。","作答时长(毫秒)","该产品页面表明，这款游戏使用了生成式人工智能。","作答时长(毫秒)","该产品页面表明，生成式人工智能主要是在游戏开发阶段预先生成了部分游戏内容。","作答时长(毫秒)","该产品页面表明，生成式人工智能主要是在玩家游玩过程中实时生成游戏内容。","作答时长(毫秒)","我觉得这款游戏体现了大量的人类创作努力。","作答时长(毫秒)","我觉得这款游戏的制作投入了大量的人类努力。","作答时长(毫秒)","我觉得这款游戏是经过人类精心打磨而成的。","作答时长(毫秒)","我觉得这款游戏凝聚了相当多的人类劳动。","作答时长(毫秒)","我觉得这款游戏给人一种新颖的感觉。","作答时长(毫秒)","我觉得这款游戏是一种新鲜而令人兴奋的游戏产品。","作答时长(毫秒)","我觉得这款游戏代表了一种新颖的数字游戏形式。","作答时长(毫秒)","我会考虑购买这款游戏。","作答时长(毫秒)","我购买这款游戏的意愿较高。","作答时长(毫秒)","我购买这款游戏的可能性较高。","作答时长(毫秒)","如果这款游戏现在可以购买，我会有兴趣购买它。","作答时长(毫秒)","您最多愿意为这款游戏支付多少钱？请填写金额（单位：元）","作答时长(毫秒)","我通常愿意尝试使用新技术的产品。","作答时长(毫秒)","我通常对技术创新持积极态度。","作答时长(毫秒)","我对融入人工智能的产品感兴趣。","作答时长(毫秒)","我通常喜欢叙事型角色扮演游戏。","作答时长(毫秒)","我对这种类型的游戏比较熟悉。","作答时长(毫秒)","这种类型的游戏符合我的个人兴趣。","作答时长(毫秒)","我对生成式人工智能技术比较熟悉。","作答时长(毫秒)","我了解生成式人工智能在数字产品中的典型用途。","作答时长(毫秒)","为确保您认真作答","作答时长(毫秒)","您的性别是？","作答时长(毫秒)","您的年龄是？","作答时长(毫秒)","您的最高学历是？","作答时长(毫秒)","您平均每周玩数字游戏的时长约为？","作答时长(毫秒)"
"mnZ5ZwxnxNA","eP20XwN7","2026-04-27 22:15:57","2026-04-27 22:17:39","102","数据集市","ABJV7z","数字游戏产品评价研究","106.34.154.104","113.6461281","34.7692647","河南省","郑州市","MOBILE","iOS","Apple WebKit","440px*956px","块 4","1","1000","2","3420","","","","","1","1000","5","761","5","49527","5","4700","5","3580","5","486","5","1499","5","1450","6","799","6","1567","6","1335","5","1084","5","831","5","1117","5","1506","68","6983","5","4397","5","799","5","968","5","1750","5","1483","5","1234","4","1784","5","1243","1","923","2","1582","2","669","2","1398","2","2567"
"lxolorDwPwg","7KvvJBvM","2026-04-27 22:15:04","2026-04-27 22:17:38","154","数据集市","ABJV7z","数字游戏产品评价研究","183.229.165.128","107.3469620","30.3332370","重庆市","市辖区","MOBILE","Android","Chrome","384px*792px","块 3","1","1000","2","1992","","","1","1000","","","6","42018","7","4409","1","7969","5","8291","6","1633","6","4499","6","6278","5","571","5","1742","5","3978","6","3000","6","1965","6","1912","5","5157","48","12656","6","4950","7","5146","5","3082","5","5723","5","2746","6","2480","6","4890","5","3018","1","1088","1","2713","4","1200","1","1367","2","6182"
"lxolorDd8m4","Ke5nybyM","2026-04-27 22:15:10","2026-04-27 22:17:38","148","数据集市","ABJV7z","数字游戏产品评价研究","39.144.179.150","114.0687830","36.1621620","河南省","安阳市","MOBILE","Android","Chrome","400px*890px","块 3","1","1000","2","8778","","","1","1000","","","6","15402","7","20691","6","1346","5","17686","5","2458","6","2379","5","7009","7","1728","6","1303","6","1243","7","3666","6","1447","6","1937","6","1580","200","6432","7","4476","6","2033","6","1179","5","13275","5","2207","5","10658","6","2068","5","7068","1","1328","1","1419","3","928","2","1584","1","3268"
"nNPOPk5EQYA","9LQlAWB7","2026-04-27 22:16:12","2026-04-27 22:17:37","85","数据集市","ABJV7z","数字游戏产品评价研究","39.144.219.93","106.5664590","29.5517410","重庆市","市辖区","MOBILE","Android","Chrome","360px*802px","块 2","1","1000","1","2612","1","1000","","","","","1","10542","1","2199","1","1150","6","1676","5","937","6","955","6","419","5","955","6","845","5","1343","5","800","5","899","5","897","5","802","68","4565","6","1160","5","357","5","1147","6","651","5","840","6","1339","6","976","6","811","1","691","2","1012","2","357","3","1009","1","1447"
"oBDxDQO3mGB","me3lWDNM","2026-04-27 22:11:56","2026-04-27 22:17:36","340","数据集市","ABJV7z","数字游戏产品评价研究","223.104.202.80","109.0277260","34.5042370","陕西省","西安市","MOBILE","Android","Chrome","360px*800px","块 3","1","1000","3","7442","","","1","1000","","","6","208017","5","3688","1","27080","4","10004","5","4017","4","3447","5","3856","4","6573","5","2149","6","1893","5","1920","6","1173","6","5556","6","1626","60","14080","5","886","6","992","5","895","6","1186","5","2621","6","2327","5","1656","6","1031","1","2375","2","15213","4","931","3","1484","2","4307"
"mnZ5ZVplqJg","MDPvx6QM","2026-04-27 22:14:53","2026-04-27 22:17:35","162","数据集市","ABJV7z","数字游戏产品评价研究","113.78.4.152","113.4375920","22.8478700","广东省","广州市","MOBILE","Android","Chrome","412px*915px","块 3","1","1000","4","2806","","","1","1000","","","7","31219","6","18755","1","5206","5","11684","5","2718","6","2776","5","4726","5","2384","6","4247","5","5359","6","3215","6","2781","6","905","6","1394","68","10420","6","7044","6","1066","6","1259","5","1803","5","5776","6","3415","5","11005","5","5406","1","1430","1","2720","3","603","3","1031","3","7900"
"nNPOPolgE9B","e3Bkr0bL","2026-04-27 22:14:23","2026-04-27 22:17:32","189","数据集市","ABJV7z","数字游戏产品评价研究","117.189.197.234","106.0744351","26.0491869","贵州省","安顺市","MOBILE","iOS","Apple WebKit","402px*874px","块 3","1","1000","3","4288","","","1","1000","","","5","45922","4","866","5","1019","5","8501","5","2201","6","1338","5","1549","6","1352","6","699","6","1582","6","1519","7","1083","6","1000","6","766","68","5756","6","934","5","1199","5","1835","6","680","6","683","6","1233","5","650","5","717","1","917","2","93156","2","700","2","1717","3","3685"
"WPdNd20rxRX","5Lw2nqn7","2026-04-27 22:14:01","2026-04-27 22:17:30","209","数据集市","ABJV7z","数字游戏产品评价研究","223.88.61.0","113.6438340","34.7424850","河南省","郑州市","MOBILE","Android","Chrome","360px*800px","块 4","1","1000","4","5589","","","","","1","1000","7","50509","1","526","7","1675","6","321","6","376","5","30576","6","341","5","1390","5","523","6","930","5","925","4","1176","5","381","5","1157","68","3325","6","1220","6","622","5","374","6","1513","5","916","5","204","4","2226","5","1230","1","1408","1","2753","3","604","3","1331","3","2046"
"XOnmn4EAbOD","aMgb56le","2026-04-27 22:14:01","2026-04-27 22:17:28","207","数据集市","ABJV7z","数字游戏产品评价研究","139.226.13.76","121.1985800","31.1617230","上海市","市辖区","MOBILE","Android","Chrome","360px*800px","块 4","1","1000","4","2257","","","","","1","1000","7","83931","2","1062","6","3978","6","4677","6","1963","5","1355","6","1595","5","521","5","4073","5","3043","6","541","5","1226","6","1342","5","2029","30","8909","6","3166","7","1062","6","1071","6","1790","6","2100","7","2116","5","1086","5","1809","1","624","2","9112","3","687","3","1288","3","3151"
"Q4yOykPRAmB","7BGQPdzL","2026-04-27 22:14:14","2026-04-27 22:17:28","194","数据集市","ABJV7z","数字游戏产品评价研究","223.104.206.194","110.4576019","35.4682215","陕西省","延安市","MOBILE","iOS","Apple WebKit","390px*844px","块 4","1","1000","3","9348","","","","","1","1000","7","79862","1","1618","7","900","6","1252","6","655","6","1265","6","536","5","1334","5","9607","4","563","5","1603","5","38119","5","2356","5","1184","68","3611","5","15077","5","1782","5","471","6","1619","5","1801","6","1905","4","3423","4","519","1","1420","2","1975","4","1515","3","1568","2","5797"
"Q4yOykqzbdv","MdP5OvZM","2026-04-27 22:14:47","2026-04-27 22:17:27","160","数据集市","ABJV7z","数字游戏产品评价研究","117.136.106.227","115.1764660","34.7979960","河南省","洛阳市","MOBILE","Android","Chrome","412px*915px","块 4","1","1000","2","6875","","","","","1","1000","7","21058","1","26120","7","4983","7","18998","7","1589","5","3835","6","2681","7","1826","5","4262","7","3406","5","2285","5","4758","6","1564","6","2981","50","3714","6","8735","7","5137","6","7082","7","1983","5","3917","6","7044","4","2073","4","2716","1","1431","2","2768","3","977","3","1605","2","2717"
"gnzdz0B5ZgO","J7BW0AZL","2026-04-27 22:13:00","2026-04-27 22:17:27","267","数据集市","ABJV7z","数字游戏产品评价研究","175.8.23.210","112.8950470","28.2355760","湖南省","长沙市","MOBILE","Android","Chrome","393px*830px","块 3","1","1000","4","61859","","","1","1000","","","7","15368","7","1343","6","1086","3","6916","2","1840","2","403","3","1185","5","1330","5","955","6","965","6","2284","6","927","7","984","6","1289","68","3852","6","2355","7","943","7","797","5","905","7","2152","6","691","6","904","7","983","1","1355","2","147050","3","547","3","968","4","3549"
"Q4yOykxNAjG","7BGQ3O1L","2026-04-27 22:13:10","2026-04-27 22:17:26","256","数据集市","ABJV7z","数字游戏产品评价研究","223.160.235.65","111.0971332","23.2671565","广西壮族自治区","梧州市","MOBILE","iOS","Apple WebKit","428px*926px","块 2","1","1000","4","5907","1","1000","","","","","1","52625","2","496","1","310","5","1319","6","2448","5","850","7","1383","5","9558","5","1503","6","1666","5","985","6","4330","6","2216","5","1133","68","6251","5","1199","6","9546","5","380","7","4398","5","1199","6","832","5","751","5","1015","1","4199","2","1688","4","1909","3","1816","3","3634"
"Q4yOyGwrp2Q","7XAJyaBL","2026-04-27 22:14:59","2026-04-27 22:17:26","147","数据集市","ABJV7z","数字游戏产品评价研究","182.104.98.164","115.8013420","28.6697730","江西省","南昌市","MOBILE","Android","Chrome","360px*803px","块 2","1","1000","1","2387","1","1000","","","","","1","9071","2","3168","2","2235","7","1500","6","1359","7","2403","7","1029","5","1361","5","1412","5","5767","4","1933","4","1558","3","1927","3","4398","40","5008","5","1939","6","3045","5","1617","7","1902","6","1085","7","2780","5","1078","6","1682","1","1853","2","1686","2","653","4","1498","1","2702"
"XOnmnr2Z4yO","z7A04OrM","2026-04-27 22:15:14","2026-04-27 22:17:26","132","数据集市","ABJV7z","数字游戏产品评价研究","119.117.113.13","120.8980040","40.7387390","辽宁省","葫芦岛市","MOBILE","Android","Chrome","360px*800px","块 4","1","1000","2","11732","","","","","1","1000","5","32416","5","8800","5","4518","5","3873","5","3198","5","2558","5","3021","5","1682","5","1972","5","2315","5","1728","5","1749","5","2684","5","2643","58","9728","5","6660","5","1620","5","1238","5","1685","5","1893","5","1866","4","2927","4","3598","1","2453","2","2963","5","1602","3","2655","2","4763"
"lxoloJyDxl5","e8YQx1xM","2026-04-27 22:11:59","2026-04-27 22:17:25","326","数据集市","ABJV7z","数字游戏产品评价研究","106.112.200.160","116.7158580","38.0428990","河北省","沧州市","MOBILE","Android","Chrome","360px*800px","块 3","1","1000","5","9509","","","1","1000","","","7","116735","7","681","1","6956","5","6897","5","2717","6","1726","6","9695","5","1627","5","5993","4","4527","5","9464","5","2761","5","17554","5","2774","58","27788","5","8334","5","779","5","2367","5","10752","4","16756","5","27461","4","7331","4","1029","1","5786","1","4528","2","1329","2","1532","3","4843"
"Q4yOyGGyEob","QL04p2VL","2026-04-27 22:14:04","2026-04-27 22:17:25","201","数据集市","ABJV7z","数字游戏产品评价研究","182.124.135.71","114.3745766","36.0954398","河南省","安阳市","MOBILE","iOS","Apple WebKit","393px*852px","块 2","1","1000","3","3245","1","1000","","","","","2","27069","2","2744","3","1514","6","2545","5","1432","6","716","6","749","5","964","6","816","5","1413","5","1183","4","1381","5","799","4","2944","38","19623","5","3593","6","980","5","1169","6","2343","6","417","5","1763","6","2280","4","1132","1","4744","2","21201","3","997","4","1347","2","2580"
"Q4yOyGg5kpA","xLVY19P7","2026-04-27 22:14:00","2026-04-27 22:17:24","204","数据集市","ABJV7z","数字游戏产品评价研究","114.254.2.170","116.2708760","40.2009810","北京市","市辖区","MOBILE","Android","Chrome","398px*863px","块 3","1","1000","4","3460","","","1","1000","","","5","24643","6","20321","2","6884","5","2274","5","1568","6","1791","6","1925","5","391","6","1021","6","1255","5","1251","5","974","5","1251","6","1667","68","7446","6","4118","7","2635","5","553","6","1043","6","2303","5","2296","5","1269","6","1000","1","2432","2","69327","2","454","3","1602","2","1308"
"XOnmnrwqzJO","M28wmPaL","2026-04-27 22:12:54","2026-04-27 22:17:22","268","数据集市","ABJV7z","数字游戏产品评价研究","223.160.209.250","120.0788810","30.5518850","浙江省","杭州市","MOBILE","Android","Chrome","360px*770px","块 3","1","1000","4","1524","","","1","1000","","","5","36370","7","62050","2","10641","6","14407","5","18987","7","2592","6","1870","5","20756","5","1943","7","1186","6","2351","5","1582","7","873","5","1047","50","4581","7","14429","5","1131","7","4529","6","30803","6","366","5","1624","7","2123","5","4490","1","2308","2","13925","3","622","3","2038","4","5752"
"gnzdzl1YEnJ","0eyQa9ne","2026-04-27 22:13:17","2026-04-27 22:17:23","246","数据集市","ABJV7z","数字游戏产品评价研究","183.208.201.42","120.8313792","31.1350978","江苏省","苏州市","MOBILE","iOS","Apple WebKit","390px*844px","块 2","1","1000","2","5509","1","1000","","","","","2","37189","6","4866","4","123422","5","1469","5","1181","6","1405","6","1332","5","1185","5","2719","6","5019","6","1250","5","302","5","7554","5","8056","30","18009","6","1949","6","1036","5","1268","7","1001","6","1300","5","1769","5","1869","4","3235","1","1066","2","3480","2","643","3","1182","1","4087"
"bNp8pdj5J5d","LQ83Pdd7","2026-04-27 22:15:10","2026-04-27 22:17:22","132","数据集市","ABJV7z","数字游戏产品评价研究","117.171.169.213","115.8070890","29.1662680","江西省","九江市","MOBILE","Android","Chrome","370px*822px","块 2","1","1000","4","6233","1","1000","","","","","7","13223","5","6306","6","2020","6","2073","7","19192","6","9665","6","5374","7","5440","7","1507","7","514","7","2951","7","923","7","1499","6","6360","68","2770","7","3875","7","761","7","1412","7","2304","7","1481","7","14361","7","1100","7","2479","1","2202","1","2283","2","705","3","7110","2","5053"
"gnzdzlp6QN8","ev995kNL","2026-04-27 22:13:18","2026-04-27 22:17:19","241","数据集市","ABJV7z","数字游戏产品评价研究","223.160.209.74","120.0358299","30.2289408","浙江省","杭州市","MOBILE","iOS","Apple WebKit","393px*852px","块 4","1","1000","3","2129","","","","","1","1000","7","107676","5","682","6","6009","4","4059","4","1132","3","2513","2","1281","7","1033","6","1514","6","1016","7","1497","7","814","4","817","6","1880","88","3267","5","2243","6","1048","7","1099","7","2030","5","2330","6","1348","6","482","7","4077","1","466","2","2346","2","484","4","1182","2","3495"
"vNrBrVJpA3Q","o7jzEvB7","2026-04-27 22:14:37","2026-04-27 22:17:20","163","数据集市","ABJV7z","数字游戏产品评价研究","119.184.141.13","117.3964830","35.9023200","山东省","泰安市","MOBILE","Android","Chrome","412px*915px","块 2","1","1000","4","5724","1","1000","","","","","3","22517","2","2524","3","1494","7","1935","6","742","7","1229","5","884","6","1977","5","1010","7","841","6","966","7","1303","5","907","6","838","68","3407","7","1035","6","1376","7","794","6","938","7","834","5","609","7","875","6","652","1","1607","1","2654","2","638","3","1252","4","1040"
"XOnmnrR1od8","L0mJYGNe","2026-04-27 22:13:48","2026-04-27 22:17:19","211","数据集市","ABJV7z","数字游戏产品评价研究","111.58.48.128","109.0931160","21.4632000","广西壮族自治区","北海市","MOBILE","Android","Chrome","407px*904px","块 4","1","1000","3","9884","","","","","1","1000","7","47489","3","12209","6","5498","6","6158","5","2356","5","3731","4","1640","6","2909","7","5148","5","3647","6","1970","6","7762","7","2222","7","4018","68","11674","5","8793","7","1433","6","3350","6","2073","4","5061","7","1553","5","1553","6","2711","1","2864","2","4077","2","17622","3","12017","2","2867"
"XOnmnrWgpZO","eyPvm6nL","2026-04-27 22:11:52","2026-04-27 22:17:18","326","数据集市","ABJV7z","数字游戏产品评价研究","39.144.108.22","117.1591030","35.1144480","山东省","枣庄市","MOBILE","Android","Chrome","360px*796px","块 3","1","1000","4","7333","","","1","1000","","","7","48384","7","5616","1","5471","3","12865","2","65800","3","9823","3","2726","3","21793","2","1555","2","13118","2","2560","1","15748","2","5811","2","1707","18","7562","6","30630","6","6682","5","5854","2","3499","2","9250","2","2898","6","595","5","10399","1","4634","1","8132","3","870","3","1160","4","2893"
"mnZ5ZpmR2dx","epDAykNe","2026-04-27 22:14:53","2026-04-27 22:17:17","144","数据集市","ABJV7z","数字游戏产品评价研究","39.188.20.168","119.7981802","28.9568034","浙江省","金华市","MOBILE","iOS","Apple WebKit","390px*844px","块 4","1","1000","1","2867","","","","","1","1000","5","63061","4","4618","6","4614","5","5226","4","2982","6","2730","4","819","5","3163","3","2347","4","4040","5","1771","3","822","4","1399","6","4372","30","7756","5","1333","4","2082","6","1523","6","999","5","988","4","1232","5","785","3","968","1","3509","2","4680","2","649","2","5627","2","3001"
"nNPOPwrV4pa","epDBdbpe","2026-04-27 22:12:09","2026-04-27 22:17:16","307","数据集市","ABJV7z","数字游戏产品评价研究","113.16.106.223","111.3893530","23.6428450","广西壮族自治区","梧州市","MOBILE","Android","Chrome","360px*820px","块 3","1","1000","3","5849","","","1","1000","","","7","88266","6","3873","1","3391","7","2874","7","20662","6","834","6","2440","7","462","7","3173","6","26171","7","1058","6","2183","7","1619","5","1548","68","5131","6","1891","7","1804","5","1428","6","1454","5","2768","7","1088","7","2736","5","11927","1","1985","2","3260","3","1266","3","1818","1","3018"
"nNPOPwrP9kn","M9Xyj9We","2026-04-27 22:11:53","2026-04-27 22:17:16","323","数据集市","ABJV7z","数字游戏产品评价研究","39.144.239.184","117.1787560","31.7726480","安徽省","合肥市","MOBILE","Android","Chrome","373px*818px","块 2","1","1000","5","22953","1","1000","","","","","2","184490","1","11346","2","2093","5","2007","5","6060","6","1468","6","2659","5","5040","4","1510","3","2483","4","11380","3","1572","3","2574","3","2991","45","6190","5","7598","5","1836","6","489","5","6906","6","5423","5","503","6","2047","6","1242","1","1462","2","16220","2","605","3","1194","4","9313"
"oBDxD3gA0mN","e8YvGxwM","2026-04-27 22:15:15","2026-04-27 22:17:15","120","数据集市","ABJV7z","数字游戏产品评价研究","117.136.108.190","115.8197448","28.7220211","江西省","南昌市","MOBILE","iOS","Apple WebKit","393px*852px","块 3","1","1000","3","3472","","","1","1000","","","7","30993","7","363","1","483","6","625","6","290","6","20491","6","344","4","769","4","482","3","676","5","4641","5","2348","6","651","7","1250","48","4271","6","1457","7","1282","7","940","7","736","5","1385","6","1550","5","1662","6","750","1","399","1","1643","2","551","3","1232","2","2241"
"lxoloXrPdvg","MDP6A1qM","2026-04-27 22:13:02","2026-04-27 22:17:14","252","数据集市","ABJV7z","数字游戏产品评价研究","140.75.99.205","115.4920470","36.0834330","山东省","聊城市","MOBILE","Android","Chrome","370px*820px","块 4","1","1000","4","9813","","","","","1","1000","7","46534","3","17632","6","7693","5","2251","5","2157","7","2511","6","1111","6","1896","5","1867","7","1742","5","1144","6","6976","4","1516","6","1534","35","5029","5","2139","7","1612","6","561","7","4467","5","880","7","2008","6","737","6","1520","1","1120","2","2815","2","586","3","1788","4","4221"
"lxoloXQnaqW","qM6oY237","2026-04-27 22:14:16","2026-04-27 22:17:13","177","数据集市","ABJV7z","数字游戏产品评价研究","113.84.128.139","114.0486350","22.5994570","广东省","深圳市","MOBILE","Android","Chrome","376px*835px","块 4","1","1000","5","5864","","","","","1","1000","7","20681","6","6104","6","4538","3","1693","3","1717","2","1473","2","1254","3","1237","4","1142","5","2961","4","1085","3","1218","4","1078","4","1439","19","3232","5","1178","6","1446","6","917","7","1004","6","962","5","879","6","1095","6","893","1","1026","1","2199","3","1444","3","1209","5","2223"
"nNPOPwXO83A","7XA5WwGL","2026-04-27 22:13:33","2026-04-27 22:17:13","220","数据集市","ABJV7z","数字游戏产品评价研究","171.219.185.14","104.1588670","30.7962920","四川省","成都市","MOBILE","Android","Chrome","360px*800px","块 4","1","1000","2","4844","","","","","1","1000","6","30556","5","3671","5","27286","6","4185","5","3275","5","4294","6","4553","5","1801","5","3174","6","2424","6","11064","6","15765","6","21935","6","26501","60","4302","5","6574","6","2181","5","10391","6","5799","5","2648","6","1967","5","1885","6","2478","1","2692","1","2637","4","2395","3","2301","2","4020"
"oBDxD3r0G00","eyPz92VL","2026-04-27 22:15:15","2026-04-27 22:17:13","118","数据集市","ABJV7z","数字游戏产品评价研究","111.55.209.155","116.4885030","23.1727520","广东省","东莞市","MOBILE","Android","Chrome","360px*800px","块 4","1","1000","4","1525","","","","","1","1000","6","5623","5","715","7","840","7","669","6","905","7","671","6","1045","6","4300","6","874","7","662","7","581","5","765","6","865","6","678","58","3404","6","5907","5","881","7","663","5","656","6","785","6","664","5","467","6","1244","1","790","1","2716","2","647","3","1394","4","3395"
